HS부호,적용시작일자,적용종료일자,한글품목명,영문품목명,한국표준무역분류명,수량단위최대단가,중량단위최대단가,수량단위코드,중량단위코드,수출성질코드,수입성질코드,품목규격명,필수규격명,참고규격명,규격설명,규격사항내용,성질통합분류코드,성질통합분류코드명
101211000,2013-01-01,2022-12-31,농가 사육용,For farm breeding,,,,U,KG,11Z01,12399,,,,,,11020101,(말)
101219000,2012-01-01,2022-12-31,기타,Other,,,,U,KG,11Z01,12399,,,,,,11020101,(말)
101291000,2012-01-01,2022-12-31,경주말,Horses for racing,,,,U,KG,11Z01,12399,,,,,,11020101,(말)
101299000,2012-01-01,2022-12-31,기타,Other,,,,U,KG,11Z01,12399,,,,,,11020101,(말)
101300000,2022-01-01,2022-12-31,당나귀,Asses,,,,U,KG,11Z01,12399,,,,,,11020190,(기타 산 동물)
101900000,2012-01-01,2022-12-31,기타,Other,,,,U,KG,11Z01,12399,,,,,,11020190,(기타 산 동물)
102211000,2017-01-01,2022-12-31,젖소,For milk ,,0,0,U,KG,11Z01,12399,,,,,,11020102,(소)
102212000,2015-01-01,2022-12-31,육우(肉牛),For meat,,,,U,KG,11Z01,12399,,,,,,11020102,(소)
102219000,2012-01-01,2022-12-31,기타,Other,,,,U,KG,11Z01,12399,,,,,,11020102,(소)
102291000,2017-01-01,2022-12-31,젖소,For milk ,,0,0,U,KG,11Z01,12399,,,,,,11020102,(소)
102292000,2015-01-01,2022-12-31,육우(肉牛),For meat,,,,U,KG,11Z01,12399,,,,,,11020102,(소)
102299000,2012-01-01,2022-12-31,기타,Other,,,,U,KG,11Z01,12399,,,,,,11020102,(소)
102310000,2014-01-01,2022-12-31,번식용,Pure-bred breeding animals,,,,U,KG,11Z01,12399,,,,,,11020102,(소)
102391000,2017-01-01,2022-12-31,젖소,For milk ,,0,0,U,KG,11Z01,12399,,,,,,11020102,(소)
102392000,2015-01-01,2022-12-31,육우(肉牛),For meat,,,,U,KG,11Z01,12399,,,,,,11020102,(소)
102399000,2012-01-01,2022-12-31,기타,Other,,,,U,KG,11Z01,12399,,,,,,11020102,(소)
102901000,2014-01-01,2022-12-31,번식용,Pure-bred breeding animals,,,,U,KG,11Z01,12399,,,,,,11020102,(소)
1029090,2016-01-01,2022-12-31,기타,Other,,,,,,,,,,,,,,
102909010,2012-01-01,2022-12-31,젖소,For milk,,,,U,KG,11Z01,12399,,,,,,11020102,(소)
102909020,2015-01-01,2022-12-31,육우(肉牛),For meat,,,,U,KG,11Z01,12399,,,,,,11020102,(소)
102909090,2012-01-01,2022-12-31,기타,Other,,,,U,KG,11Z01,12399,,,,,,11020102,(소)
103100000,2013-01-01,2022-12-31,번식용,Pure-bred breeding animals,,,,U,KG,11Z01,12399,,,,,,11020103,(돼지)
103910000,2002-01-01,2022-12-31,중량이 50킬로그램 미만인 것,Weighing less than 50 kg,,,,U,KG,11Z01,12399,,,,,,11020103,(돼지)
103920000,2002-01-01,2022-12-31,중량이 50킬로그램 이상인 것,Weighing 50 kg or more,,,,U,KG,11Z01,12399,,,,,,11020103,(돼지)
104101000,2013-01-01,2022-12-31,번식용,Pure-bred breeding animals,,,,U,KG,11Z01,12399,,,,,,11020190,(기타 산 동물)
104109000,2007-01-01,2022-12-31,기타,Other,,,,U,KG,11Z01,12399,,,,,,11020190,(기타 산 동물)
104201000,2013-01-01,2022-12-31,젖산양,Milk goats,,,,U,KG,11Z01,12399,,,,,,11020190,(기타 산 동물)
104209000,2002-01-01,2022-12-31,기타,Other,,,,U,KG,11Z01,12399,,,,,,11020190,(기타 산 동물)
105111000,2013-01-01,2022-12-31,번식용,Pure-bred breeding animals,,,,U,KG,11Z01,12399,,,,,,11020104,(닭)
105119000,2002-01-01,2022-12-31,기타,Other,,,,U,KG,11Z01,12399,,,,,,11020104,(닭)
105120000,2002-01-01,2022-12-31,칠면조,Turkeys,,,,U,KG,11Z01,12399,,,,,,11020105,(칠면조)
105131000,2013-01-01,2022-12-31,번식용,Pure-bred breeding animals,,,,U,KG,11Z01,12399,,,,,,11020106,(오리)
105139000,2012-01-01,2022-12-31,기타,Other,,,,U,KG,11Z01,12399,,,,,,11020106,(오리)
105140000,2012-01-01,2022-12-31,거위,Geese,,,,U,KG,11Z01,12399,,,,,,11020190,(기타 산 동물)
105150000,2012-01-01,2022-12-31,기니아새,Guinea fowls,,,,U,KG,11Z01,12399,,,,,,11020190,(기타 산 동물)
105941000,2013-01-01,2022-12-31,번식용,Pure-bred breeding animals,,,,U,KG,11Z01,12399,,,,,,11020104,(닭)
105949000,2007-01-01,2022-12-31,기타,Other,,,,U,KG,11Z01,12399,,,,,,11020104,(닭)
1059910,2016-01-01,2022-12-31,오리,Ducks,,,,,,,,,,,,,,
105991010,2013-01-01,2022-12-31,번식용,Pure-bred breeding animals,,,,U,KG,11Z01,12399,,,,,,11020106,(오리)
105991090,2007-01-01,2022-12-31,기타,Other,,,,U,KG,11Z01,12399,,,,,,11020106,(오리)
105992000,2002-01-01,2022-12-31,칠면조,Turkeys,,,,U,KG,11Z01,12399,,,,,,11020105,(칠면조)
105999000,2002-01-01,2022-12-31,기타,Other,,,,U,KG,11Z01,12399,,,,,,11020190,(기타 산 동물)
106110000,2002-01-01,2022-12-31,영장류,Primates,,,,U,KG,11Z01,12399,,,,,,11020190,(기타 산 동물)
106121000,2017-01-01,2022-12-31,"고래   돌고래류(고래목의 포유동물), 바다소(바다소목의 포유동물)","Whales, dolphins and porpoises(mammals of the order Cetacea); manatees and dugongs(mammals of the order Sirenia)",,0,0,U,KG,11Z01,12399,,,,,,11020190,(기타 산 동물)
106122000,2012-01-01,2022-12-31,"물개, 바다사자와 바다코끼리(기각아목의 포유동물)","Seals, sea lions and walruses(mammals of the suborder Pinnipedia)",,,,U,KG,11Z01,12399,,,,,,11020190,(기타 산 동물)
106130000,2017-01-01,2022-12-31,낙타와 그 밖의 낙타과의 동물[카멜리대(Camelidae)과],Camels and other camelids(Camelidae),,0,0,U,KG,11Z01,12399,,,,,,11020190,(기타 산 동물)
106141000,2013-01-01,2022-12-31,번식용,Pure-bred breeding animals,,,,U,KG,11Z01,12399,,,,,,11020190,(기타 산 동물)
106149000,2012-01-01,2022-12-31,기타,Other,,,,U,KG,11Z01,12399,,,,,,11020190,(기타 산 동물)
106191000,2002-01-01,2022-12-31,개,Dogs,,,,U,KG,11Z01,12399,,,,,,11020190,(기타 산 동물)
106193000,2002-01-01,2022-12-31,사슴,Deer,,,,U,KG,11Z01,12399,,,,,,11020190,(기타 산 동물)
106194000,2002-01-01,2022-12-31,곰,Bears,,,,U,KG,11Z01,12399,,,,,,11020190,(기타 산 동물)
1061950,2016-01-01,2022-12-31,여우,Fox,,,,,,,,,,,,,,
106195010,2013-01-01,2022-12-31,번식용,Pure-bred breeding animals,,,,U,KG,11Z01,12399,,,,,,11020190,(기타 산 동물)
106195090,2007-01-01,2022-12-31,기타,Other,,,,U,KG,11Z01,12399,,,,,,11020190,(기타 산 동물)
1061960,2016-01-01,2022-12-31,밍크,Mink,,,,,,,,,,,,,,
106196010,2013-01-01,2022-12-31,번식용,Pure-bred breeding animals,,,,U,KG,11Z01,12399,,,,,,11020190,(기타 산 동물)
106196090,2007-01-01,2022-12-31,기타,Other,,,,U,KG,11Z01,12399,,,,,,11020190,(기타 산 동물)
106199000,2002-01-01,2022-12-31,기타,Other,,,,U,KG,11Z01,12399,,,,,,11020190,(기타 산 동물)
106201000,2002-01-01,2022-12-31,뱀,Snakes,,,,U,KG,11Z01,12399,,,,,,11020190,(기타 산 동물)
106202000,2002-01-01,2022-12-31,자라,Fresh-water tortoises,,,,U,KG,11Z01,12399,,,,,,11020190,(기타 산 동물)
106203000,2002-01-01,2022-12-31,거북,Turtles,,,,U,KG,11Z01,12399,,,,,,11020190,(기타 산 동물)
106209000,2017-01-01,2022-12-31,기타,Other,,0,0,U,KG,11Z01,12399,,,,,,11020190,(기타 산 동물)
106310000,2002-01-01,2022-12-31,맹금류,Birds of prey,,,,U,KG,11Z01,12399,,,,,,11020190,(기타 산 동물)
106320000,2013-01-01,2022-12-31,앵무류[패럿류(parrots)ㆍ패러키트류(parakeets)ㆍ금강앵무류ㆍ유황앵무류를 포함한다],"Psittaciformes (including parrots, parakeets, macaws and cockatoos)",,,,U,KG,11Z01,12399,,,,,,11020190,(기타 산 동물)
106330000,2017-01-01,2022-12-31,타조와 에뮤(emus)[드로마이어스 노배홀란디애(Dromaius novaehollandiae)],Ostriches; emus (Dromaius novaehollandiae),,0,0,U,KG,11Z01,12399,,,,,,11020190,(기타 산 동물)
106390000,2002-01-01,2022-12-31,기타,Other,,,,U,KG,11Z01,12399,,,,,,11020190,(기타 산 동물)
106410000,2022-01-01,2022-12-31,벌,Bees,,,,U,KG,11Z01,12399,,,,,,11020190,(기타 산 동물)
106490000,2012-01-01,2022-12-31,기타,Other,,,,U,KG,11Z01,12399,,,,,,11020190,(기타 산 동물)
106901000,2002-01-01,2022-12-31,양서류,Amphibia,,,,U,KG,11Z01,12399,,,,,,11020190,(기타 산 동물)
1069030,2016-01-01,2022-12-31,환형동물류,Annelida,,,,,,,,,,,,,,
106903010,2002-01-01,2022-12-31,갯지렁이,Lug worms,,,,U,KG,11Z01,12399,,,,,,11020190,(기타 산 동물)
106903020,2012-01-01,2022-12-31,실지렁이,Sludge worms,,,,U,KG,11Z01,12399,,,,,,11020190,(기타 산 동물)
106903090,2002-01-01,2022-12-31,기타,Other,,,,U,KG,11Z01,12399,,,,,,11020190,(기타 산 동물)
106909000,2002-01-01,2022-12-31,기타,Other,,,,U,KG,11Z01,12399,,,,,,11020190,(기타 산 동물)
201100000,2002-01-01,2022-12-31,도체(屠體)와 이분도체(二分屠體),Carcasses and half-carcasses,,,,,KG,11201,12301,,,,,,11020201,(소고기)
201201000,2009-01-01,2022-12-31,갈비,Short ribs,,,,,KG,11201,12301,,,,,,11020201,(소고기)
201209000,2009-01-01,2022-12-31,기타,Other,,,,,KG,11201,12301,,,,,,11020201,(소고기)
201300000,2002-01-01,2022-12-31,뼈 없는 것,Boneless,,,,,KG,11201,12301,,,,,,11020201,(소고기)
202100000,2013-01-01,2022-12-31,도체(屠體)와 이분도체(二分屠體),Carcasses and half-carcasses,,,,,KG,11201,12301,,,,,,11020201,(소고기)
202201000,2009-01-01,2022-12-31,갈비,Short ribs,,,,,KG,11201,12301,,,,,,11020201,(소고기)
202209000,2009-01-01,2022-12-31,기타,Other,,,,,KG,11201,12301,,,,,,11020201,(소고기)
202300000,2002-01-01,2022-12-31,뼈 없는 것,Boneless,,,,,KG,11201,12301,,,,,,11020201,(소고기)
203110000,2013-01-01,2022-12-31,도체(屠體)와 이분도체(二分屠體),Carcasses and half-carcasses,,,,,KG,11101,12302,,,,,,11020202,(돼지고기)
203120000,2013-01-01,2022-12-31,넓적다리살ㆍ어깨살과 이를 절단한 것(뼈가 있는 것으로 한정한다),"Hams, shoulders and cuts thereof, with bone in",,,,,KG,11101,12302,,,,,,11020202,(돼지고기)
203191000,2002-01-01,2022-12-31,삼겹살,Streaky pork,,,,,KG,11101,12302,,,,,,11020202,(돼지고기)
203199000,2002-01-01,2022-12-31,기타,Other,,,,,KG,11101,12302,,,,,,11020202,(돼지고기)
203210000,2013-01-01,2022-12-31,도체(屠體)와 이분도체(二分屠體),Carcasses and half-carcasses,,,,,KG,11101,12302,,,,,,11020202,(돼지고기)
203220000,2013-01-01,2022-12-31,넓적다리살ㆍ어깨살과 이를 절단한 것(뼈가 있는 것으로 한정한다),"Hams, shoulders and cuts thereof, with bone in",,,,,KG,11101,12302,,,,,,11020202,(돼지고기)
203291000,2002-01-01,2022-12-31,삼겹살,Streaky pork,,,,,KG,11101,12302,,,,,,11020202,(돼지고기)
203299000,2002-01-01,2022-12-31,기타,Other,,,,,KG,11101,12302,,,,,,11020202,(돼지고기)
204100000,2013-01-01,2022-12-31,어린 면양의 도체(屠體)와 이분도체(二分屠體)(신선한 것이나 냉장한 것으로 한정한다),"Carcasses and half-carcasses of lamb, fresh or chilled",,,,,KG,11201,12303,,,,,,11020290,(기타 육류)
204210000,2013-01-01,2022-12-31,도체(屠體)와 이분도체(二分屠體),Carcasses and half-carcasses,,,,,KG,11201,12303,,,,,,11020290,(기타 육류)
204220000,2013-01-01,2022-12-31,그 밖의 것으로서 뼈째로 절단한 것,Other cuts with bone in,,,,,KG,11201,12303,,,,,,11020290,(기타 육류)
204230000,2002-01-01,2022-12-31,뼈 없는 것,Boneless,,,,,KG,11201,12303,,,,,,11020290,(기타 육류)
204300000,2013-01-01,2022-12-31,어린 면양의 도체(屠體)와 이분도체(二分屠體)(냉동한 것으로 한정한다),"Carcasses and half-carcasses of lamb, frozen",,,,,KG,11201,12303,,,,,,11020290,(기타 육류)
204410000,2013-01-01,2022-12-31,도체(屠體)와 이분도체(二分屠體),Carcasses and half-carcasses,,,,,KG,11201,12303,,,,,,11020290,(기타 육류)
204420000,2013-01-01,2022-12-31,그 밖의 것으로서 뼈째로 절단한 것,Other cuts with bone in,,,,,KG,11201,12303,,,,,,11020290,(기타 육류)
204430000,2002-01-01,2022-12-31,뼈 없는 것,Boneless,,,,,KG,11201,12303,,,,,,11020290,(기타 육류)
204500000,2022-01-01,2022-12-31,염소의 고기,Meat of goats,,,,,KG,11201,12303,,,,,,11020290,(기타 육류)
205000000,2022-01-01,2022-12-31,"말ㆍ당나귀ㆍ노새ㆍ버새의 고기(신선한 것, 냉장하거나 냉동한 것으로 한정한다)","Meat of horses, asses, mules or hinnies, fresh, chilled or frozen.",,,,,KG,11201,12399,,,,,,11020290,(기타 육류)
206100000,2013-01-01,2022-12-31,소의 것(신선한 것이나 냉장한 것으로 한정한다),"Of bovine animals, fresh or chilled",,,,,KG,11201,12399,,,,,,11020301,(소 설육)
206210000,2002-01-01,2022-12-31,혀,Tongues,,,,,KG,11201,12399,,,,,,11020301,(소 설육)
206220000,2013-01-01,2022-12-31,간,Livers,,,,,KG,11201,12399,,,,,,11020301,(소 설육)
206291000,2002-01-01,2022-12-31,꼬리,Tails,12529,,,,KG,11201,12399,,,,,,11020301,(소 설육)
206292000,2013-01-01,2022-12-31,족,Feet,12529,,,,KG,11201,12399,,,,,,11020301,(소 설육)
206299000,2002-01-01,2022-12-31,기타,Other,12529,,,,KG,11201,12399,,,,,,11020301,(소 설육)
206300000,2013-01-01,2022-12-31,돼지의 것(신선한 것이나 냉장한 것으로 한정한다),"Of swine, fresh or chilled",,,,,KG,11201,12399,,,,,,11020302,(돼지 설육)
206410000,2002-01-01,2022-12-31,간,Livers,,,,,KG,11201,12399,,,,,,11020302,(돼지 설육)
206491000,2013-01-01,2022-12-31,족,Feet,12549,,,,KG,11201,12399,,,,,,11020302,(돼지 설육)
206499000,2002-01-01,2022-12-31,기타,Other,,,,,KG,11201,12399,,,,,,11020302,(돼지 설육)
206800000,2013-01-01,2022-12-31,기타(신선한 것이나 냉장한 것으로 한정한다),"Other, fresh or chilled",,,,,KG,11201,12399,,,,,,11020390,(기타 설육)
206900000,2013-01-01,2022-12-31,기타(냉동한 것으로 한정한다),"Other, frozen",,,,,KG,11201,12399,,,,,,11020390,(기타 설육)
207110000,2022-01-01,2022-12-31,절단하지 않은 육(신선한 것이나 냉장한 것으로 한정한다),"Not cut in pieces, fresh or chilled",,,,,KG,11201,12399,,,,,,11020203,(닭고기)
207120000,2022-01-01,2022-12-31,절단하지 않은 육(냉동한 것으로 한정한다),"Not cut in pieces, frozen",,,,,KG,11201,12399,,,,,,11020203,(닭고기)
207131000,2022-01-01,2022-12-31,절단육,Cuts,,,,,KG,11201,12399,,,,,,11020203,(닭고기)
2071320,2016-01-01,2022-12-31,설육(屑肉),Offal,,,,,,,,,,,,,,
207132010,2002-01-01,2022-12-31,간,Liver,,,,,KG,11201,12399,,,,,,11020303,(닭 설육)
207132090,2002-01-01,2022-12-31,기타,Other,,,,,KG,11201,12399,,,,,,11020303,(닭 설육)
2071410,2016-01-01,2022-12-31,절단육,Cuts,,,,,,,,,,,,,,
207141010,2002-01-01,2022-12-31,다리,Leg,,,,,KG,11201,12399,,,,,,11020203,(닭고기)
207141020,2002-01-01,2022-12-31,가슴,Breast,,,,,KG,11201,12399,,,,,,11020203,(닭고기)
207141030,2002-01-01,2022-12-31,날개,Wing,,,,,KG,11201,12399,,,,,,11020203,(닭고기)
207141090,2002-01-01,2022-12-31,기타,Other,,,,,KG,11201,12399,,,,,,11020203,(닭고기)
2071420,2016-01-01,2022-12-31,설육(屑肉),Offal,,,,,,,,,,,,,,
207142010,2002-01-01,2022-12-31,간,Liver,,,,,KG,11201,12399,,,,,,11020303,(닭 설육)
207142090,2002-01-01,2022-12-31,기타,Other,,,,,KG,11201,12399,,,,,,11020303,(닭 설육)
207240000,2013-01-01,2022-12-31,절단하지 않은 육(신선한 것이나 냉장한 것으로 한정한다),"Not cut in pieces, fresh or chilled",,,,,KG,11201,12399,,,,,,11020290,(기타 육류)
207250000,2013-01-01,2022-12-31,절단하지 않은 육(냉동한 것으로 한정한다),"Not cut in pieces, frozen",,,,,KG,11201,12399,,,,,,11020290,(기타 육류)
207261000,2002-01-01,2022-12-31,절단육,Cuts,,,,,KG,11201,12399,,,,,,11020290,(기타 육류)
2072620,2016-01-01,2022-12-31,설육(屑肉),Offal,,,,,,,,,,,,,,
207262010,2002-01-01,2022-12-31,간,Liver,,,,,KG,11201,12399,,,,,,11020390,(기타 설육)
207262090,2002-01-01,2022-12-31,기타,Other,,,,,KG,11201,12399,,,,,,11020390,(기타 설육)
207271000,2002-01-01,2022-12-31,절단육,Cuts,,,,,KG,11201,12399,,,,,,11020290,(기타 육류)
2072720,2016-01-01,2022-12-31,설육(屑肉),Offal,,,,,,,,,,,,,,
207272010,2002-01-01,2022-12-31,간,Liver,,,,,KG,11201,12399,,,,,,11020390,(기타 설육)
207272090,2002-01-01,2022-12-31,기타,Other,,,,,KG,11201,12399,,,,,,11020390,(기타 설육)
207410000,2013-01-01,2022-12-31,절단하지 않은 육(신선한 것이나 냉장한 것으로 한정한다),"Not cut in pieces, fresh or chilled",,,,,KG,11201,12399,,,,,,11020204,(오리고기)
207420000,2013-01-01,2022-12-31,절단하지 않은 육(냉동한 것으로 한정한다),"Not cut in pieces, frozen",,,,,KG,11201,12399,,,,,,11020204,(오리고기)
207430000,2013-01-01,2022-12-31,지방간(신선한 것이나 냉장한 것으로 한정한다),"Fatty livers, fresh or chilled",,,,,KG,11201,12399,,,,,,11020204,(오리고기)
207441000,2012-01-01,2022-12-31,절단육,Cuts,,,,,KG,11201,12399,,,,,,11020204,(오리고기)
2074420,2016-01-01,2022-12-31,설육(屑肉),Offal,,,,,,,,,,,,,,
207442010,2012-01-01,2022-12-31,간,Liver,,,,,KG,11201,12399,,,,,,11020304,(오리 설육)
207442090,2012-01-01,2022-12-31,기타,Other,,,,,KG,11201,12399,,,,,,11020304,(오리 설육)
207451000,2012-01-01,2022-12-31,절단육,Cuts,,,,,KG,11201,12399,,,,,,11020204,(오리고기)
2074520,2016-01-01,2022-12-31,설육(屑肉),Offal,,,,,,,,,,,,,,
207452010,2012-01-01,2022-12-31,간,Liver,,,,,KG,11201,12399,,,,,,11020304,(오리 설육)
207452090,2012-01-01,2022-12-31,기타,Other,,,,,KG,11201,12399,,,,,,11020304,(오리 설육)
207510000,2013-01-01,2022-12-31,절단하지 않은 육(신선한 것이나 냉장한 것으로 한정한다),"Not cut in pieces, fresh or chilled",,,,,KG,11201,12399,,,,,,11020204,(오리고기)
207520000,2013-01-01,2022-12-31,절단하지 않은 육(냉동한 것으로 한정한다),"Not cut in pieces, frozen",,,,,KG,11201,12399,,,,,,11020204,(오리고기)
207530000,2013-01-01,2022-12-31,지방간(신선한 것이나 냉장한 것으로 한정한다),"Fatty livers, fresh or chilled",,,,,KG,11201,12399,,,,,,11020204,(오리고기)
207541000,2012-01-01,2022-12-31,절단육,Cuts,,,,,KG,11201,12399,,,,,,11020204,(오리고기)
2075420,2016-01-01,2022-12-31,설육(屑肉),Offal,,,,,,,,,,,,,,
207542010,2012-01-01,2022-12-31,간,Liver,,,,,KG,11201,12399,,,,,,11020304,(오리 설육)
207542090,2012-01-01,2022-12-31,기타,Other,,,,,KG,11201,12399,,,,,,11020304,(오리 설육)
207551000,2012-01-01,2022-12-31,절단육,Cuts,,,,,KG,11201,12399,,,,,,11020204,(오리고기)
2075520,2016-01-01,2022-12-31,설육(屑肉),Offal,,,,,,,,,,,,,,
207552010,2012-01-01,2022-12-31,간,Liver,,,,,KG,11201,12399,,,,,,11020304,(오리 설육)
207552090,2012-01-01,2022-12-31,기타,Other,,,,,KG,11201,12399,,,,,,11020304,(오리 설육)
207601000,2013-01-01,2022-12-31,절단하지 않은 육(신선한 것이나 냉장한 것으로 한정한다),"Not cut in pieces, fresh or chilled",,,,,KG,11201,12399,,,,,,11020204,(오리고기)
207602000,2013-01-01,2022-12-31,절단하지 않은 육(냉동한 것으로 한정한다),"Not cut in pieces, frozen",,,,,KG,11201,12399,,,,,,11020204,(오리고기)
207603,2016-01-01,2022-12-31,기타(신선한 것이나 냉장한 것으로 한정한다),"Other, fresh or chilled",,,,,,,,,,,,,,
207603100,2012-01-01,2022-12-31,절단육,Cuts,,,,,KG,11201,12399,,,,,,11020204,(오리고기)
2076032,2016-01-01,2022-12-31,설육(屑肉),Offal,,,,,,,,,,,,,,
207603210,2012-01-01,2022-12-31,간,Liver,,,,,KG,11201,12399,,,,,,11020304,(오리 설육)
207603290,2012-01-01,2022-12-31,기타,Other,,,,,KG,11201,12399,,,,,,11020304,(오리 설육)
207604,2016-01-01,2022-12-31,기타(냉동한 것으로 한정한다),"Other, frozen",,,,,,,,,,,,,,
207604100,2012-01-01,2022-12-31,절단육,Cuts,,,,,KG,11201,12399,,,,,,11020204,(오리고기)
2076042,2016-01-01,2022-12-31,설육(屑肉),Offal,,,,,,,,,,,,,,
207604210,2012-01-01,2022-12-31,간,Liver,,,,,KG,11201,12399,,,,,,11020304,(오리 설육)
207604290,2012-01-01,2022-12-31,기타,Other,,,,,KG,11201,12399,,,,,,11020304,(오리 설육)
208100000,2002-01-01,2022-12-31,토끼의 것,Of rabbits or hares,,,,,KG,11201,12399,,,,,,11020290,(기타 육류)
208300000,2002-01-01,2022-12-31,영장류의 것,Of primates,,,,,KG,11201,12399,,,,,,11020290,(기타 육류)
208401000,2017-01-01,2022-12-31,"고래   돌고래류(고래목의 포유동물), 바다소(바다소목의 포유동물)의 것","Of whales, dolphins and porpoises(mammals of the order Cetacea); of manatees and dugongs(mammals of the order Sirenia)",,0,0,,KG,11201,12399,,,,,,11020290,(기타 육류)
208402000,2013-01-01,2022-12-31,물개ㆍ바다사자ㆍ바다코끼리(기각아목의 포유동물)의 것,"Of seals, sea lions and walruses(mammals of the suborder Pinnipedia)",,,,,KG,11201,12399,,,,,,11020290,(기타 육류)
208500000,2002-01-01,2022-12-31,파충류의 것(뱀과 거북을 포함한다),Of reptiles (including snakes and turtles),,,,,KG,11201,12399,,,,,,11020290,(기타 육류)
208600000,2017-01-01,2022-12-31,낙타와 그 밖의 낙타과[카멜리대(Camelidae)과]의 것,Of camels and other camelids (Camelidae),,0,0,,KG,11201,12399,,,,,,11020290,(기타 육류)
208901000,2002-01-01,2022-12-31,사슴의 것,Of deer,,,,,KG,11201,12399,,,,,,11020290,(기타 육류)
2089090,2016-01-01,2022-12-31,기타,Other,,,,,,,,,,,,,,
208909010,2002-01-01,2022-12-31,해양동물의 것,Of marine animals,,,,,KG,11201,12399,,,,,,11020290,(기타 육류)
208909090,2002-01-01,2022-12-31,기타,Other,,,,,KG,11201,12399,,,,,,11020290,(기타 육류)
209100000,2012-01-01,2022-12-31,돼지의 것,Of pigs,,,,,KG,11Z01,12399,,,,,,11020202,(돼지고기)
209900000,2012-01-01,2022-12-31,기타,Other,,,,,KG,11Z01,12399,,,,,,11020202,(돼지고기)
210110000,2013-01-01,2022-12-31,넓적다리살ㆍ어깨살과 이를 절단한 것(뼈가 있는 것으로 한정한다),"Hams, shoulders and cuts thereof, with bone in",,,,,KG,11201,12399,,,,,,11020202,(돼지고기)
210120000,2002-01-01,2022-12-31,복부살과 이를 절단한 것,Bellies (streaky) and cuts thereof,,,,,KG,11201,12399,,,,,,11020202,(돼지고기)
210190000,2002-01-01,2022-12-31,기타,Other,,,,,KG,11201,12399,,,,,,11020202,(돼지고기)
210201000,2013-01-01,2022-12-31,건조하거나 훈제한 것,Dried or smoked,1681,,,,KG,11201,12399,,,,,,11020201,(소고기)
210209000,2002-01-01,2022-12-31,기타,Other,1681,,,,KG,11201,12399,,,,,,11020201,(소고기)
210910000,2002-01-01,2022-12-31,영장류의 것,Of primates,,,,,KG,11201,12399,,,,,,11020290,(기타 육류)
210921000,2017-01-01,2022-12-31,"고래   돌고래류(고래목의 포유동물), 바다소(바다소목의 포유동물)의 것","Of whales, dolphins and porpoises(mammals of the order Cetacea); of manatees and dugongs(mammals of the order Sirenia)",,0,0,,KG,11201,12399,,,,,,11020290,(기타 육류)
210922000,2013-01-01,2022-12-31,물개ㆍ바다사자ㆍ바다코끼리(기각아목의 포유동물)의 것,"Of seals, sea lions and walruses(mammals of the suborder Pinnipedia)",,,,,KG,11201,12399,,,,,,11020290,(기타 육류)
210930000,2002-01-01,2022-12-31,파충류의 것(뱀과 거북을 포함한다),Of reptiles (including snakes and turtles),,,,,KG,11201,12399,,,,,,11020290,(기타 육류)
2109910,2016-01-01,2022-12-31,육이나 설육(屑肉)의 식용 고운 가루ㆍ거친 가루,Edible flours and meals of meat or meat offal,,,,,,,,,,,,,,
210991010,2008-01-01,2022-12-31,소의 것,Of bovine animals,,,,,KG,11201,12399,,,,,,11020201,(소고기)
210991090,2002-01-01,2022-12-31,기타,Other,,,,,KG,11201,12399,,,,,,11020290,(기타 육류)
2109990,2016-01-01,2022-12-31,기타,Other,,,,,,,,,,,,,,
210999020,2013-01-01,2022-12-31,가금(家禽)류의 것,Of poultry,,,,,KG,11201,12399,,,,,,11020290,(기타 육류)
210999090,2002-01-01,2022-12-31,기타,Other,,,,,KG,11201,12399,,,,,,11020290,(기타 육류)
301111000,2012-01-01,2022-12-31,비단잉어,Fancy carp,,,,,KG,11302,12304,,,,,,11030190,(기타 어류(활어))
301119000,2012-01-01,2022-12-31,기타,Other,,,,,KG,11302,12304,,,,,,11030190,(기타 어류(활어))
301190000,2012-01-01,2022-12-31,기타,Other,,,,,KG,11302,12304,,,,,,11030190,(기타 어류(활어))
301910000,2022-01-01,2022-12-31,송어[살모 트루타(Salmo trutta)ㆍ옹코링쿠스 미키스(Oncorhynchus mykiss)ㆍ옹코링쿠스 클라키(Oncorhynchus clarki)ㆍ옹코링쿠스 아구아보니타(Oncorhynchus aguabonita)ㆍ옹코링쿠스 길래(Oncorhynchus gilae)ㆍ옹코링쿠스 아파케(Oncorhynchus apache)ㆍ옹코링쿠스 크리소가스터(Oncorhynchus chrysogaster)],"Trout (Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus aguabonita, Oncorhynchus gilae, Oncorhynchus apache and Oncorhynchus chrysogaster)",,,,,KG,11302,12304,,,,,,11030190,(기타 어류(활어))
301921000,2013-01-01,2022-12-31,실뱀장어(한 마리당 0.3그램 이하인 것으로서 양식용으로 한정한다),"Glass eels(Not exceeding 0.3g per unit, for aquaculture)",,,,,KG,11302,12304,,,,,,11030105,(뱀장어(활어))
301922000,2017-01-01,2022-12-31,새끼뱀장어(한 마리당 0.3그램 초과 50그램 이하인 것으로서 양식용으로 한정한다),"Young eels(exceeding 0.3g and not exceeding 50g per unit, for aquaculture)",,0,0,,KG,11302,12304,,,,,,11030105,(뱀장어(활어))
3019290,2016-01-01,2022-12-31,기타,Other,,,,,,,,,,,,,,
